123051033 56429
H 769813032 1012292664
Q 281439015 516195020
Q 148322506 506489518
H 230912374 773698874
H 13095989 350570269
Q 122075778 208092693
Q 4768892 401443522
H 177767415 180857540
H 226092060 952235597
Q 344403045 356351709
H 143108304 247259020
H 644299227 1068943052
H 43396050 256907937
H 636075791 846706365
H 321814080 774120801
H 367322124 379131892
Q 239449274 622903256
H 37287120 187919588
Q 9580725 211569232
Q 637849690 1059687533
Q 77541384 122000664
Q 159957655 475222187
H 12649450 16055730
Q 135045616 195465598
H 89731800 1051471096
H 5125086 592241392
Q 314495636 736650566
Q 451235008 968085685
H 400687668 609835824
H 551486992 810951723
H 355578924 404909496
Q 140033641 192153205
H 425834420 564875140
H 275901792 281895522
H 197407668 309650018
H 82323154 104006244
H 14724050 523425566
Q 687034470 1222515430
Q 418602630 444089622
Q 3012452 372078017
H 293716101 307178088
Q 376738308 396649030
Q 152503253 446630661
Q 203341320 212509171
Q 728596484 1122207722
H 154037557 312676772
H 597071958 669627122
Q 365507211 383186119
H 392566176 847693286
H 295266660 470954452
H 832572039 914753163
H 3442354 242845126
H 79382475 249914408
Q 126235179 146895574
Q 3437680 696382035
H 23695152 1014174057
H 166387812 607112232
Q 180801264 366380658
H 480112040 672606450
H 209857197 924804947
H 46831482 177749202
H 510526856 630697326
H 465144300 475070928
H 376263276 555144552
H 232390130 269638130
H 264602112 846991449
H 13967328 32126637
Q 23581495 78266732
Q 15088805 474283693
H 15683967 54422502
H 279764226 484941177
Q 399414527 666344729
H 686411132 810132324
Q 486093828 651688860
Q 461614712 895344952
Q 615476706 903555420
H 168794955 668834415
H 11072177 67107536
H 419692086 562381758
H 243289140 579976702
H 44879769 53862919
Q 566186400 836830566
H 60304140 80992125
H 115428607 1065470848
H 369270078 454829396
H 52582140 293282830
H 142934544 673282787
Q 32113284 122992534
H 390981456 485955776
H 133874188 232578607
H 95329144 570112312
H 151091064 319917520
H 316072700 435286256
H 459800813 503495693
H 749043168 824165516
H 416472 390968573
H 273092890 501763865
H 62523238 86348366
H 126083016 359326704
H 26200632 424114071
H 19478382 120015614
H 231878983 425397567
H 157933216 275170168
H 308300500 532976340
Q 910077126 1068523416
H 52649213 56943717
H 113035289 359985689
H 251168418 932717373
H 33001560 258605646
H 214236792 953849592
H 288254691 942441955
H 116687700 136886736
H 86624450 111043775
Q 9369920 502172448
H 602162933 782014036
Q 185168211 271593987
H 127698732 803812214
H 849849924 912853558
H 83956157 391576070
H 57218256 268011829
Q 166230157 176953795
H 320187996 399151296
H 707953870 884081780
H 59462552 505953731
Q 627054592 771457378
Q 317361772 806543308
H 733269537 1421114757
H 82229928 163961291
Q 138772524 231366186
H 702132485 1280230007
Q 572053300 1396537703
Q 211652962 263540490
H 20667332 88349276
H 216608476 669348324
H 268962594 459172308
Q 319435029 1189461445
H 318447638 362223898
Q 6248385 95449332
H 44369831 442208405
Q 558617472 1140855025
Q 6791540 122566381
H 100794564 142752228
Q 554656432 1361153200
H 192000064 203515204
H 16938462 170226269
H 502872300 522659220
H 77645424 224272177
H 518577606 554182586
H 34050672 253868656
H 147184308 147945003
H 80555890 778798942
H 473254080 601894614
Q 35989665 246225397
H 39197682 177688853
H 334198985 676989817
H 727076512 886590328
H 483215166 626091786
H 339339809 811750379
H 743784072 943824126
H 71062850 412219562
H 499979316 1259179849
Q 248463138 258854216
H 116509678 180473672
H 19490016 355839994
Q 672237138 866944836
H 81487302 126147344
H 271174383 699727583
H 645277696 983609049
H 38705443 183170335
Q 163849560 667129214
H 38705900 90227734
H 309285168 395293893
Q 327935158 694773934
H 926614095 1197752319
Q 768415667 963912595
H 28090881 344944976
H 359794152 391771628
H 49617744 171075088
Q 10567235 81594317
H 361735062 1279753543
H 70408800 219104550
H 36598290 766036100
H 157962675 708046125
H 10934480 369464575
H 269400208 402996428
H 480485365 930072941
Q 87482738 589178738
Q 376308234 493945734
H 791351925 797505369
H 113297448 439035342
H 90537648 631676466
Q 853447392 1146856522
H 194489955 597649563
H 739637603 1070019321
H 460596022 1129453414
H 153812646 945457426
Q 275315743 1250648991
Q 203130178 381480560
H 533063050 727136790
Q 275394820 351672919
H 187787442 256336692
H 109051316 204818900
H 93985464 727062192
H 17344371 92075456
H 901922616 1771383754
Q 393724564 703700944
Q 87088398 200329920
H 102920428 613108402
Q 39419874 184635234
Q 22303730 26801790
H 20453656 34319753
Q 93865035 200814059
H 12909248 784808948
Q 39202212 481359252
H 174455419 253863121
H 424557860 1056079868
H 35284976 552093816
Q 112116312 144170404
H 226510284 288956352
Q 152005101 630383455
H 346732650 353206424
H 350356514 1059004469
Q 142395160 150859950
H 268839812 544873742
Q 258072308 567177133
H 25160220 174535362
H 270332818 1009653686
H 753448706 757825512
Q 227150574 783066174
H 205072140 358118992
H 96710836 441050161
H 255010224 341139528
H 716285275 967977960
H 214319000 514064588
H 557280690 816477310
H 39314982 272080425
H 63110784 198627480
H 134597736 240526188
H 6011040 942816808
H 156624982 333266545
Q 203233600 453754496
H 79821602 356109575
H 460255875 546734723
H 513912700 702652802
Q 138367120 333023070
H 56645181 631082187
H 545578497 919962437
H 25912620 42884130
Q 433816816 794586202
H 338711505 394963407
H 32681260 188503534
Q 662625554 1317645074
H 739385152 1050303904
H 337912155 554715837
Q 616152429 1007996217
H 174437498 522817003
H 823511568 1133373099
H 83163888 251667531
H 213200225 328928002
Q 183968411 343409171
Q 304773570 386979162
Q 80014560 293772655
H 114278832 121063092
Q 102449160 731471672
Q 13607124 55618050
Q 845776440 854446647
H 550840459 844078784
H 386156700 516459240
Q 117145750 417030640
Q 592447548 604878548
H 41916 89362498
H 46368234 148944098
H 183083141 1110647963
Q 654264210 1403484150
H 2273376 145664400
Q 10897306 455941526
Q 80158082 246541057
Q 536579192 693006680
H 390378040 720794428
H 32855300 287896535
H 515686131 797324297
H 111131930 298504174
H 535746702 667993362
H 243117504 312941926
H 96272546 292912034
H 255430000 517874052
H 158568180 557238144
H 143111005 214866322
H 426449016 568688816
H 75558486 240965868
Q 393397884 495266724
H 344971497 1136775215
H 4008677 44226568
H 112686093 133373253
Q 5506054 149898848
Q 104217696 108698140
Q 46247772 446285112
Q 11813700 175348596
H 128963544 337468176
H 12351622 979986942
Q 85947237 804909075
Q 784905792 813891795
H 39638473 43059048
Q 39341588 100161842
H 593988654 624248639
H 383819076 634424676
H 10810640 26980304
Q 709932240 734600728
H 77160024 258409854
H 3937600 197017074
Q 160858692 186201108
H 153102186 331044558
H 35988666 292475146
H 609976710 610818350
H 28315936 228453937
H 349579306 403450182
H 255811716 444708778
H 467058552 578697288
H 36730526 271330356
Q 294868640 878746211
H 445732032 476478937
Q 97123590 338072256
H 141125985 406481490
Q 405295124 549964631
H 809989386 916771146
H 288451006 294786698
H 819171990 1024462530
H 37282224 152487314
H 107007868 350320672
Q 70523735 327263319
H 532960122 548685890
Q 129194207 139621430
H 2823534 69076534
Q 62210184 551069284
H 153103502 947882942
Q 293882848 299376844
H 26990970 100002954
H 104281464 550774744
H 15881473 64714555
H 832578611 1171477712
Q 98662500 254399844
Q 184065396 522405734
H 98108504 211700593
H 18802182 212993155
H 759058248 951696680
H 46823670 133123794
Q 874960288 1487017279
H 78421696 651135040
H 257960010 292155500
H 147592722 578948818
H 199308590 319334573
Q 739943136 1344250296
H 6830496 113788286
H 260171528 270501253
H 223352910 567987762
H 198331560 652360890
Q 140339100 733516162
Q 141423990 661877075
H 513747900 523481414
H 533167767 915367808
Q 2061792 11282796
Q 261716715 294311121
H 248938986 375796066
H 178089912 193564827
Q 437237120 441716720
H 413491150 834849257
H 564767778 748273848
Q 103939500 596550412
Q 203060448 716170951
H 80896649 109504761
H 323239776 347623910
H 256183305 851033025
H 371737434 752697819
H 32250370 378886480
H 392344380 1313460345
H 541228116 562208086
H 20519850 50168406
H 69925890 99441840
H 93362976 467840007
H 13942320 36570312
Q 496480968 723961455
H 65969397 132142125
H 232351594 292748578
H 660146190 896256666
H 423102460 451998211
H 257765724 550194234
Q 658920360 975596096
Q 18615987 801594439
H 116424718 273588038
Q 689273198 1372264478
Q 186696374 472346932
H 322127004 364476414
Q 457161664 773940060
Q 375693428 454744774
H 412248744 1230916557
H 375692040 571877942
H 222398475 822082609
Q 247822400 567122340
H 519876640 658259130
H 68628322 69788470
H 199649170 409378185
H 17401803 1003377080
Q 81470928 792033928
H 369495280 466010980
Q 52652880 315448820
Q 25393593 67496439
H 244729072 268504087
H 65368670 196500266
H 555912868 757120846
H 9289626 58382814
H 556739440 1394527642
H 131430950 162599975
Q 12666560 258251648
H 49521058 611866726
H 344031399 798237367
Q 27678078 407691254
Q 28532650 92749794
H 68819184 252849264
H 188966340 335469404
H 339188380 430546480
H 142096233 186513822
H 72280377 74097885
H 898555680 944180142
H 503609375 980309092
H 568496586 629960266
H 220655664 453362697
H 35940820 36660700
Q 834728420 1071634139
H 40294800 123562028
Q 354994944 500672256
Q 931671128 1383603536
Q 45672390 551901630
H 102213056 122756138
H 194673180 205240380
H 85699522 367616493
Q 124976160 169779816
Q 1314624 586097004
H 235603053 463918078
H 341488392 923311296
H 184873572 642398634
H 781456620 1178771384
H 83483100 416803244
H 126824912 563736619
Q 26719308 158829104
H 484908130 494861626
H 12722556 48750795
H 70208990 90016001
H 721374170 1345872688
Q 264371569 310896061
Q 25761495 213022942
H 277403112 414382686
H 67024940 145860840
H 466518752 607947228
H 375419340 399872880
H 396266640 429456390
H 351112608 546902220
H 4108632 285312228
H 29779694 588119158
Q 407216430 451877094
Q 230143788 417616995
H 826475910 1506099085
H 139864013 247093672
Q 333954480 538669019
H 116657730 362590422
H 317970950 333393324
H 205567400 227235200
H 81577782 248420822
H 322007323 746071665
H 563541543 568028829
Q 136648902 172249698
Q 232668301 304801528
Q 262545570 405833011
H 152242904 218922230
Q 500153368 923810354
H 691290405 747466525
H 531950850 771982218
H 853341786 999627030
H 303937956 310312800
H 27858656 813663611
H 468322579 980038379
Q 414859510 472343044
Q 268268320 580741516
H 120926288 189244172
H 22838001 909078567
Q 226217376 279630216
H 111541080 512317120
H 125821563 696357571
H 99256245 161973172
Q 430799756 556494779
H 189078756 428316521
H 63493660 315591583
H 719328429 907372459
H 83335090 495408114
Q 426851680 460875785
H 581121362 696068246
H 234885436 337936769
H 391492880 653102582
Q 160420386 814146261
H 436538814 616307964
Q 336204886 1081792626
Q 654002960 691537030
H 108457308 141187558
H 144089517 289807995
H 29565452 510518612
Q 486527007 827967744
H 896166736 1282370294
H 375418650 971455304
Q 227487712 585438529
Q 185091390 646499462
H 227255048 575984638
H 91111281 362754406
H 495952170 528365000
H 551375748 681402982
H 78560524 712061124
Q 195051062 641390982
H 219844044 657010644
H 484014480 971603428
H 162884175 172096170
H 1268428 163237066
H 332278870 406498186
Q 257203260 495367560
Q 254209698 558854406
Q 450419350 772222359
H 639272452 1474361527
H 168187285 246756805
Q 258596360 675826607
Q 136199808 205575664
H 153404369 258334785
Q 621399504 752278434
H 191265282 548789922
H 388306876 566753986
H 22890880 200384070
Q 5865408 656799822
H 79668171 598124603
Q 47675964 270514879
H 14951499 339773176
Q 401431884 484032796
Q 615594400 693834736
Q 97205592 233009463
H 779078448 1093161972
Q 65353158 725068042
Q 56703507 510059795
H 341447184 1077717264
H 110618672 484749746
H 676853584 732536368
H 378973791 481387151
H 284818820 294221730
Q 269747478 922883250
Q 784205865 847426177
H 391461081 423028806
H 49677930 200644189
H 16480218 317816166
H 691699822 1051409872
H 394280320 520003327
H 165519978 177249266
Q 18153569 98649501
H 211708204 584276656
H 348379269 562057259
H 166292424 912112142
H 534632562 571061712
H 210872000 566438812
H 822343608 1119103148
H 553883600 716636900
H 1760952 328099822
H 238208750 483906880
H 74106714 511468910
Q 934269130 1014539858
Q 205376460 1130859970
H 38487160 130032910
H 235588860 337303286
H 84865900 227320392
Q 12792770 21797960
H 12639754 94045188
H 377097394 473092735
H 914744812 1191895384
Q 39375 593535150
Q 201233184 206838018
H 289456032 534975132
H 196686903 1079564052
Q 122460765 341880807
Q 320278259 534668435
Q 341064685 763092985
Q 175308560 625879552
H 220300 50196210
H 161195496 342921166
H 521962164 661625012
H 151393242 184989782
H 66834016 208556229
Q 315309060 378502344
Q 354770112 492093234
H 208945008 248548363
Q 644911720 877108003
Q 5252475 495946803
H 132307980 588787545
Q 176842302 209789629
Q 11257575 57344616
H 309076273 442043380
H 554063676 605826936
H 269543284 474654132
Q 254790035 432403505
H 758968200 806398146
Q 9333981 86078701
H 202920687 449812089
H 693668775 1058818373
H 105292140 196922140
Q 976692738 1084614876
H 418274934 433944874
Q 840442125 862526525
Q 102243932 169706153
Q 2079186 10164651
H 157811034 465531049
H 424129927 744861503
H 175199195 379435955
H 746832789 1075817395
H 648856830 1553198345
H 450270829 662285329
H 53186030 111326702
H 83300560 335664364
H 248113236 336915201
H 84510643 227063833
Q 192342228 725406186
Q 722531192 1057789544
H 431158080 526205692
H 70251888 531285748
H 192820102 551310214
H 301824082 671818476
H 448613496 921135000
Q 156149760 167121686
Q 340800656 741675189
Q 378020628 467297488
Q 13933788 133488132
H 53881296 368856988
H 504358680 775950300
H 362058264 516980430
H 208894700 543772163
H 12209576 479496431
H 493325637 868759089
Q 30767880 752822980
H 77079410 362480561
Q 234153359 263422147
Q 199377424 330522343
H 96689970 419199570
H 69288885 99885444
Q 468461888 961265402
Q 19985616 133729388
H 442334679 706340889
H 658687422 777832140
Q 16422048 70434258
Q 339053676 444647136
H 4441804 172894000
H 309750000 367759897
Q 255729516 638409432
Q 83160922 483482582
H 575992214 620415719
H 56611140 212746025
H 99089040 244400586
H 7199699 170160122
H 30565775 82642184
Q 145138797 740651859
H 11992480 55600672
H 25833600 506258796
Q 83538816 185522816
Q 105311250 281631564
Q 12673584 813759552
H 41606664 281721790
Q 419732080 504148944
Q 646558304 958559448
H 2659324 129528290
H 34502064 156733440
H 316934871 695365209
H 173330258 415855290
H 5084150 685918850
H 586292072 851076626
H 466511004 736937644
H 429484814 894426080
H 68579100 131024790
Q 342661077 433176117
H 499632186 568144791
H 219650184 235265599
Q 190548086 283795111
H 160853430 188862070
H 108169325 164002625
H 188859000 248238240
H 18807024 78597824
H 73589590 394748844
H 24155331 614175379
Q 92850744 93972612
H 196433808 874690328
Q 740535345 949770195
H 334968480 414523521
H 72844829 127336357
Q 457385012 713377343
Q 43718220 283433740
H 351043642 396342766
H 224404761 301308336
Q 222641523 1148781741
H 2039862 254576443
H 153297747 431112979
H 732248537 1140188737
Q 276448764 530613656
H 24955060 53921114
H 1560460 249202248
H 721258482 753447785
H 1541974 725646874
H 514805880 667765140
Q 415777595 822845384
H 120308760 656245200
Q 124477059 855700079
H 439431200 820133737
H 28863432 310740992
H 559947996 874387380
H 704904624 1149923952
H 799658146 914102671
H 107265466 519242009
H 334918848 395746887
H 770962625 795216129
H 506190348 1040278392
H 238171175 639829877
H 646647 71402514
H 976321115 1147214040
Q 115313856 532583786
H 73113459 702515874
Q 126123138 127569814
Q 248336851 333190231
H 317653350 1078982286
H 73308636 468048840
H 74224162 76843122
H 148142841 278143089
H 158742600 184342750
H 79320661 167452061
H 178845280 382797466
H 438637691 1096694664
H 405942550 718906752
H 327275296 983066068
H 46758648 55805096
Q 687600744 1320204314
H 349736134 958493741
Q 646529274 904376214
H 98756595 295445555
H 474367596 1179530856
H 301478485 415233054
